Title,Facing,Floor,Bedroom,Bathroom,Location_area,Location_district,Price_in_cr,Land_area_aana,Price_per_aana,Road_access_ft,Built_year_bs,Has_parking,Amenity_count
House for sale,North,2.5,5,5,Budhanilkantha,Kathmandu,3.3,6.0,0.5499999999999999,12.0,2076,1,6
Bungalow for sale,North,3.5,4,4,Hepali Height,Kathmandu,6.03,5.0,1.206,16.0,2080,1,7
House for sale,South,2.5,4,2,Imadol,Lalitpur,1.65,3.1,0.532258064516129,16.0,2076,1,5
House for sale,North-West,2.5,4,4,Imadol,Lalitpur,2.25,3.1,0.7258064516129032,20.0,2076,1,6
House for sale,South,2.5,6,5,Hepali Height,Kathmandu,3.3,6.2,0.532258064516129,13.0,2076,1,6
Bungalow for sale,South-West,3.5,8,6,Mandikhatar,Kathmandu,7.5,9.1,0.8241758241758242,16.0,2076,1,6
House for sale,West,3.0,5,3,Imadol,Lalitpur,2.75,3.1,0.8870967741935484,13.0,2077,1,4
House for sale,East,2.5,6,5,Bojepokhari,Lalitpur,2.85,3.2,0.890625,12.0,2077,1,5
House for sale,East,2.5,6,5,Hattigaunda,Kathmandu,3.15,4.0,0.7875,14.0,2080,1,6
House for sale,North,2.5,7,4,Tikathali,Lalitpur,2.75,4.0,0.6875,13.0,2073,1,5
House for sale,East,3.5,6,4,Imadol,Lalitpur,2.35,3.0,0.7833333333333333,13.0,2074,1,5
House for sale,North-East,2.5,6,4,Thaiba,Lalitpur,2.9,5.2,0.5576923076923077,20.0,2074,1,6
House for sale,North,3.0,6,5,Tikathali,Lalitpur,2.55,3.0,0.85,13.0,2074,1,6
House for sale,North,2.5,3,4,Imadol,Lalitpur,3.25,4.0,0.8125,20.0,2076,1,5
House for sale,East,3.5,5,4,Imadol,Lalitpur,2.7,3.3,0.8181818181818182,13.0,2076,1,6
House for sale,West,2.5,4,4,Imadol,Lalitpur,2.45,3.1,0.7903225806451614,13.0,2073,1,6
House for sale,North,2.5,5,5,Imadol,Lalitpur,2.95,4.2,0.7023809523809524,13.0,2073,1,6
House for sale,North-East,2.5,5,3,Lasuntar,Kathmandu,2.5,4.0,0.625,12.0,2080,1,4
House for sale,South,2.5,6,3,Khumaltar,Lalitpur,4.5,6.0,0.75,13.0,2074,1,5
House for sale,East,3.0,4,4,Imadol,Lalitpur,2.4,2.3,1.0434782608695652,13.0,2073,1,5
House for sale,North,3.0,4,4,Imadol,Lalitpur,2.3,2.2,1.0454545454545452,13.0,2073,1,5
House for sale,South-West,3.0,4,5,Imadol,Lalitpur,2.65,4.0,0.6625,13.0,2074,1,6
House for sale,North-West,2.5,5,4,Tikathali,Lalitpur,3.2,4.1,0.7804878048780489,13.0,2076,1,5
House for sale,East,2.5,5,5,Imadol,Lalitpur,2.9,3.0,0.9666666666666667,13.0,2076,1,5
House for sale,West,3.5,6,4,Imadol,Lalitpur,2.75,3.0,0.9166666666666666,20.0,2074,0,5
House for sale,North-East,3.0,6,6,Tikathali,Lalitpur,2.55,3.2,0.7968749999999999,13.0,2073,1,6
House for sale,West,2.5,5,5,Imadol,Lalitpur,2.75,3.1,0.8870967741935484,13.0,2073,1,6
House for sale,West,3.0,5,4,Imadol,Lalitpur,3.4,3.2,1.0625,26.0,2076,1,6
House for sale,East,2.5,4,4,Nakkhu,Lalitpur,2.75,3.2,0.859375,20.0,2076,1,6
House for sale,North-East,2.5,5,3,Imadol,Lalitpur,4.25,4.1,1.0365853658536586,20.0,2073,1,6
House for sale,North-East,2.5,4,3,Sanagaun,Lalitpur,1.6,5.2,0.3076923076923077,13.0,2070,1,5
Duplex for sale,North,2.5,6,4,Samakhushi Chowk,Kathmandu,3.55,3.2,1.1093749999999998,13.0,2079,1,4
House for sale,North-East,2.5,6,4,Imadol,Lalitpur,2.75,3.0,0.9166666666666666,13.0,2072,1,6
House for sale,East,2.5,6,5,Lubhu,Lalitpur,5.9,7.1,0.8309859154929579,20.0,2074,1,6
House for sale,West,3.0,5,3,Taukhel,Lalitpur,2.75,4.0,0.6875,12.0,2076,1,5
House for sale,South,2.5,6,4,Hattiban,Lalitpur,2.8,3.1,0.9032258064516128,13.0,2070,1,5
House for sale,North-West,2.5,6,4,Hattiban,Lalitpur,3.25,4.0,0.8125,14.0,2063,1,6
House for sale,East,2.5,6,5,Sundarbasti,Kathmandu,3.9,4.2,0.9285714285714285,13.0,2071,1,6
House for sale,West,2.5,4,6,Narayanthan,Kathmandu,4.25,4.0,1.0625,20.0,2066,1,7
House for sale,South-West,2.5,5,4,Katunje,Bhaktapur,3.4,4.1,0.8292682926829269,13.0,2072,1,6
Bungalow for sale,East,3.0,4,5,Dhapasi,Kathmandu,4.75,7.0,0.6785714285714286,20.0,2068,1,7
House for sale,North-East,2.5,4,4,Sundarbasti,Kathmandu,3.45,3.3,1.0454545454545456,13.0,2072,1,5
House for sale,West,2.5,10,4,Nayapati,Kathmandu,2.9,6.1,0.4754098360655738,20.0,2076,0,6
House for sale,South-West,3.5,5,4,Imadol,Lalitpur,2.65,2.9,0.9137931034482759,13.0,2076,1,6
House for sale,South-East,3.5,7,5,Nakhipot,Lalitpur,4.25,4.2,1.0119047619047619,16.0,2059,1,6
House for sale,South,3.0,6,5,Khumaltar,Lalitpur,4.2,4.2,1.0,12.0,2070,1,5
House for sale,North,3.5,5,4,Jyotinagar,Kathmandu,2.95,4.2,0.7023809523809524,16.0,2074,1,5
House for sale,North,2.5,6,4,Khumaltar,Lalitpur,3.9,4.3,0.9069767441860466,16.0,2070,1,5
House for sale,South,2.5,4,5,Dhapasi,Kathmandu,4.6,7.2,0.6388888888888888,13.0,2071,1,6
House for sale,East,2.5,6,5,Bhangal,Kathmandu,2.4,3.2,0.7499999999999999,13.0,2070,1,3
House for sale,South-West,3.5,8,5,Mahadevtar,Kathmandu,6.0,10.2,0.5882352941176471,13.0,2072,1,6
House for sale,East,3.0,6,5,Budhanilkantha,Kathmandu,3.85,4.2,0.9166666666666666,13.0,2072,1,6
House for sale,West,2.5,5,4,Pasikot,Kathmandu,2.8,4.0,0.7,13.0,2076,1,2
House for sale,North,3.5,3,4,Imadol,Lalitpur,2.3,2.3,1.0,13.0,2064,1,5
House for sale,East,2.0,5,3,Satdobato,Lalitpur,2.6,3.0,0.8666666666666667,20.0,2064,1,6
House for sale,East,3.5,5,5,Budhanilkantha,Kathmandu,2.55,3.0,0.85,12.0,2070,1,6
House for sale,East,2.5,4,4,Hattigaunda,Kathmandu,3.3,5.2,0.6346153846153846,13.0,2070,1,5
House for sale,West,2.5,4,4,Phutung,Kathmandu,1.6,2.2,0.7272727272727273,13.0,2070,1,5
House for sale,South,2.5,5,4,Gurjudhara,Kathmandu,3.25,4.0,0.8125,13.0,2065,0,5
Bungalow for sale,East,2.5,5,6,Pasikot,Kathmandu,3.9,5.2,0.75,20.0,2059,1,2
House for sale,East,2.5,6,3,Balkumari,Lalitpur,5.5,9.0,0.6111111111111112,13.0,2069,1,5
Bungalow for sale,North-West,2.5,5,4,Bhaisepati,Lalitpur,4.25,4.2,1.0119047619047619,16.0,2079,1,6
House for sale,South,2.5,4,3,Imadol,Lalitpur,3.1,4.0,0.775,13.0,2079,1,4
Bungalow for sale,South,2.5,5,3,Sitapaila,Kathmandu,3.5,5.0,0.7,13.0,2076,1,4
Bungalow for sale,East,2.5,4,4,Balkhu,Kathmandu,3.7,3.2,1.15625,20.0,2055,1,6
House for sale,East,2.5,6,4,Tikathali,Lalitpur,2.85,3.0,0.9500000000000001,13.0,2070,1,5
House for sale,East,3.0,7,4,Imadol,Lalitpur,3.65,4.0,0.9125,13.0,2072,1,6
Duplex for sale,South,2.5,6,4,Grande Hospital,Kathmandu,3.3,3.2,1.0312499999999998,13.0,2079,1,6
